id,full_name,state,name,x,y,category
692,Philandelphia, PA,Aryan Strikeforce,39.871514,-75.280303,racistsskinheads
693,Phillipsburg, NJ,Aryan Strikeforce,40.666172,-75.203354,racistsskinheads
694,Phoenix, AZ,Vinlanders Social Club,33.29026,-112.324056,racistsskinheads
695,Pierre, SD,Midland Hammerskins,44.34133,-100.371866,racistsskinheads
696,Pittsburgh, PA,Supreme White Alliance,40.361369,-80.095278,racistsskinheads
697,Portland, OR,Northwestern Hammerskins,45.432393,-122.836995,racistsskinheads
698,Raleigh, NC,Crew 38,35.715808,-78.819049,racistsskinheads
699,Redding, CA,Golden State Skinheads,40.468919,-122.453864,racistsskinheads
700,Richmond, VA,Aryan Strikeforce,37.446553,-77.601011,racistsskinheads
701,Roanoke, VA,Confederate Hammerskins,37.211227,-80.037598,racistsskinheads
702,Sacramento, CA,California Skinheads,38.437574,-121.56012,racistsskinheads
703,Sacramento, CA,Sacto Skins,38.437574,-121.56012,racistsskinheads
704,Saint Paul, MN,Vinlanders Social Club,44.887399,-93.207787,racistsskinheads
705,Salem, OR,American Front,44.853642,-123.122711,racistsskinheads
706,San Dieco, CA,Western Hammerskins,32.534856,-117.282167,racistsskinheads
707,San Diego, CA,Golden State Skinheads,32.534856,-117.282167,racistsskinheads
708,San Francisco, CA,Crew 38,37.7034,-122.527,racistsskinheads
709,San Jose, CA,Vinlanders Social Club,37.124493,-122.045668,racistsskinheads
710,Savannah, GA,Confederate Hammerskins,31.887691,-81.370391,racistsskinheads
711,Scranton, PA,Blood and Honour Social Club,41.33978,-75.719836,racistsskinheads
712,Seattle, WA,American Front,47.495551,-122.435909,racistsskinheads
713,Spokane, WA,Crew 38,47.587192,-117.520456,racistsskinheads
714,St. Louis, MS,Supreme White Alliance,30.293771,-89.368346,racistsskinheads
715,Tallahassee, FL,Vinlanders Social Club,30.346942,-84.383886,racistsskinheads
716,Tampa, FL,Crew 38,27.82106,-82.648655,racistsskinheads
717,Toledo, OH,Supreme White Alliance,41.580266,-83.694237,racistsskinheads
718,Virginia Beach, VA,Crew 38,36.550453,-76.227748,racistsskinheads
719,Wichita, KS,Crew 38,37.557822,-97.534892,racistsskinheads
720,Wichita, KS,Midland Hammerskins,37.557822,-97.534892,racistsskinheads
721,Wilmington, NC,Vinlanders Social Club,34.147246,-77.956303,racistsskinheads
722,Yakima, WA,Vinlanders Social Club,46.557281,-120.635779,racistsskinheads
723,Cocoa, FL,Christian American Knights of the Ku Klux Klan,28.345385,-80.820751,KKK
724,Hoxie, AR,Christian American Knights of the Ku Klux Klan,36.023392,-91.00052,KKK
725,Bushnell, FL,Christian American Knights of the Ku Klux Klan,28.64681,-82.142048,KKK
726,Panama, NY,Church of the National Knights of the Ku Klux Klan,42.063744,-79.499388,KKK
727,Frankfort, KY,Church of the National Knights of the Ku Klux Klan,38.157841,-84.923645,KKK
728,Horn Lake, MS,Church of the National Knights of the Ku Klux Klan,34.918636,-90.09656,KKK
729,Raleigh, NC,Church of the National Knights of the Ku Klux Klan,35.715808,-78.819049,KKK
730,Rosedale, MD,Confederate White Knights of the Ku Klux Klan,39.29911,-76.529992,KKK
731,Greenwood, IN,Confederate White Knights of the Ku Klux Klan,39.571337,-86.164832,KKK
732,Auburn, IN,Confederate White Knights of the Ku Klux Klan,41.342693,-85.091762,KKK
733,Madison, IN,Confederate White Knights of the Ku Klux Klan,38.718631,-85.45029,KKK
734,Morehead, KY,Confederate White Knights of the Ku Klux Klan,38.163226,-83.496112,KKK
735,Saint Martinville, LA,Confederate White Knights of the Ku Klux Klan,30.107784,-91.856773,KKK
736,Sikeston, MO,Confederate White Knights of the Ku Klux Klan,36.850139,-89.635956,KKK
737,Vale, NC,Confederate White Knights of the Ku Klux Klan,35.500824,-81.439603,KKK
738,Toms River, NJ,Confederate White Knights of the Ku Klux Klan,39.942548,-74.270651,KKK
739,Walterboro, SC,Confederate White Knights of the Ku Klux Klan,32.870284,-80.721467,KKK
740,Richmond, VA,Confederate White Knights of the Ku Klux Klan,37.446553,-77.601011,KKK
741,Venus, TX,East Coast Knights Of The True Invisible Empire,32.386861,-97.156718,KKK
742,Nassau, DE,East Coast Knights Of The True Invisible Empire,38.750708,-75.189034,KKK
743,Annapolis, MD,East Coast Knights Of The True Invisible Empire,38.942027,-76.539584,KKK
744,Raleigh, NC,East Coast Knights Of The True Invisible Empire,35.715808,-78.819049,KKK
745,Girardville, PA,East Coast Knights Of The True Invisible Empire,40.789185,-76.295647,KKK
746,Live Oak, FL,Georgia Knight Riders of the Ku Klux Klan,30.27507,-83.009316,KKK
747,Alpena, MI,Great Lakes Knights of the Ku Klux Klan,45.041799,-83.476641,KKK
748,Vanndale, AR,International Keystone Knights of the Ku Klux Klan,35.312071,-90.775351,KKK
749,Cedartown, GA,International Keystone Knights of the Ku Klux Klan,33.961991,-85.299526,KKK
750,Jackson, MS,International Keystone Knights of the Ku Klux Klan,32.209659,-90.321891,KKK
751,Harrison, AR,Knights of the Ku Klux Klan,36.205615,-93.159356,KKK
752,Hudson, FL,Knights of the White Disciples,28.338083,-82.723517,KKK
753,Raleigh, NC,Knights of the White Disciples,35.715808,-78.819049,KKK
754,Church Hill, TN,Ku Klos Knights of the Ku Klux Klan,36.496492,-82.792391,KKK
755,Hazel Green, AL,Ku Klos Knights of the Ku Klux Klan,34.902284,-86.600525,KKK
756,Vance, AL,Ku Klos Knights of the Ku Klux Klan,33.109838,-87.280517,KKK
757,Cape Coral, FL,Ku Klos Knights of the Ku Klux Klan,26.52521,-82.091363,KKK
758,Hudson, FL,Ku Klos Knights of the Ku Klux Klan,28.338083,-82.723517,KKK
759,Wauchula, FL,Ku Klos Knights of the Ku Klux Klan,27.527102,-81.842152,KKK
760,Gurnee, IL,Ku Klos Knights of the Ku Klux Klan,42.327436,-88.003022,KKK
761,Springfield, IL,Ku Klos Knights of the Ku Klux Klan,39.653626,-89.773177,KKK
762,Indianapolis, IN,Ku Klos Knights of the Ku Klux Klan,39.632177,-86.328121,KKK
763,Kokomo, IN,Ku Klos Knights of the Ku Klux Klan,40.41887,-86.184393,KKK
764,Muncie, IN,Ku Klos Knights of the Ku Klux Klan,40.149103,-85.454449,KKK
765,Indianapolis, IN,Ku Klos Knights of the Ku Klux Klan,39.632177,-86.328121,KKK
766,Harrodsburg, KY,Ku Klos Knights of the Ku Klux Klan,37.723152,-84.876672,KKK
767,Battle Creek, MI,Ku Klos Knights of the Ku Klux Klan,42.246071,-85.298024,KKK
768,Springfield, MO,Ku Klos Knights of the Ku Klux Klan,37.087402,-93.414006,KKK
769,Leakesville, MS,Ku Klos Knights of the Ku Klux Klan,31.142718,-88.570153,KKK
770,Chapel Hill, NC,Ku Klos Knights of the Ku Klux Klan,35.869552,-79.083171,KKK
771,Sanford, NC,Ku Klos Knights of the Ku Klux Klan,35.410811,-79.243784,KKK
772,Hempstead, NY,Ku Klos Knights of the Ku Klux Klan,40.684493,-73.643173,KKK
773,Bally, PA,Ku Klos Knights of the Ku Klux Klan,40.394188,-75.596384,KKK
774,Butler, TN,Ku Klos Knights of the Ku Klux Klan,36.348302,-82.044345,KKK
775,Erwin, TN,Ku Klos Knights of the Ku Klux Klan,36.115583,-82.448002,KKK
776,Hendersonville, TN,Ku Klos Knights of the Ku Klux Klan,36.247911,-86.678245,KKK
777,Hixson, TN,Ku Klos Knights of the Ku Klux Klan,35.10667,-85.282588,KKK
778,Knoxville, TN,Ku Klos Knights of the Ku Klux Klan,35.849499,-84.161622,KKK
779,Lexington, TN,Ku Klos Knights of the Ku Klux Klan,35.611096,-88.451128,KKK
780,Memphis, TN,Ku Klos Knights of the Ku Klux Klan,34.994185,-90.304493,KKK
781,Murfreesboro, TN,Ku Klos Knights of the Ku Klux Klan,35.762729,-86.503532,KKK
782,Columbus, OH,Ku Klos Knights of the Ku Klux Klan,39.808631,-83.21028,KKK
783,Meadville, PA,Ku Klos Knights of the Ku Klux Klan,41.623489,-80.171433,KKK
784,Oil City, PA,Ku Klos Knights of the Ku Klux Klan,41.405165,-79.733466,KKK
785,Gatesville, TX,Ku Klos Knights of the Ku Klux Klan,31.385159,-97.794275,KKK
786,Austin, TX,Ku Klos Knights of the Ku Klux Klan,30.098659,-97.938383,KKK
787,Richmond, VA,Ku Klos Knights of the Ku Klux Klan,37.446553,-77.601011,KKK
788,Pelham, NC,Loyal White Knights of the Ku Klux Klan,36.50879,-79.47304,KKK
789,Birmingham, AL,Loyal White Knights of the Ku Klux Klan,33.38376,-87.122124,KKK
790,Cullman, AL,Loyal White Knights of the Ku Klux Klan,34.099693,-86.900727,KKK
791,Huntsville, AL,Loyal White Knights of the Ku Klux Klan,34.537651,-86.905704,KKK
792,Mobile, AL,Loyal White Knights of the Ku Klux Klan,30.560374,-88.221253,KKK
793,Montgomery, AL,Loyal White Knights of the Ku Klux Klan,32.249921,-86.41987,KKK
794,Anaheim, CA,Loyal White Knights of the Ku Klux Klan,33.788916,-118.017595,KKK
795,San Francisco, CA,Loyal White Knights of the Ku Klux Klan,37.7034,-122.527,KKK
796,Jacksonville, FL,Loyal White Knights of the Ku Klux Klan,30.103748,-82.049502,KKK
797,Canton, GA,Loyal White Knights of the Ku Klux Klan,34.174106,-84.549765,KKK
798,Covington, GA,Loyal White Knights of the Ku Klux Klan,33.55798,-83.898495,KKK
799,Dallas, GA,Loyal White Knights of the Ku Klux Klan,33.890061,-84.8974,KKK
800,Valdosta, GA,Loyal White Knights of the Ku Klux Klan,30.762471,-83.344513,KKK
801,Clay City, IL,Loyal White Knights of the Ku Klux Klan,38.675582,-88.36531,KKK
802,Baton Rouge, LA,Loyal White Knights of the Ku Klux Klan,30.323732,-91.216307,KKK
803,Trenton, MI,Loyal White Knights of the Ku Klux Klan,42.111915,-83.221297,KKK
804,Jackson, MS,Loyal White Knights of the Ku Klux Klan,32.209659,-90.321891,KKK
805,Hampton Bays, NY,Loyal White Knights of the Ku Klux Klan,40.815482,-72.571648,KKK
806,Columbus, OH,Loyal White Knights of the Ku Klux Klan,39.808631,-83.21028,KKK
807,Charleston, SC,Loyal White Knights of the Ku Klux Klan,32.668505,-80.14379,KKK
808,Fort Worth, TX,Loyal White Knights of the Ku Klux Klan,32.552315,-97.544923,KKK
809,Danville, VA,Loyal White Knights of the Ku Klux Klan,36.540822,-79.519301,KKK
810,Richmond, VA,Loyal White Knights of the Ku Klux Klan,37.446553,-77.601011,KKK
811,Dixonville, PA,Militant Knights Ku Klux Klan,40.701829,-79.024559,KKK
812,Montgomery, AL,Militant Knights Ku Klux Klan,32.249921,-86.41987,KKK
813,Augusta, ME,Militant Knights Ku Klux Klan,44.275081,-69.835899,KKK
814,Alpena, MI,Militant Knights Ku Klux Klan,45.041799,-83.476641,KKK
815,Minneapolis, MN,Militant Knights Ku Klux Klan,44.890144,-93.329163,KKK
816,Jackson, MS,Militant Knights Ku Klux Klan,32.209659,-90.321891,KKK
817,Jefferson City, MO,Militant Knights Ku Klux Klan,38.524735,-92.287547,KKK
818,Trenton, NJ,Militant Knights Ku Klux Klan,40.184257,-74.81934,KKK
819,Albany, NY,Militant Knights Ku Klux Klan,42.613901,-73.898099,KKK
820,Columbus, OH,Militant Knights Ku Klux Klan,39.808631,-83.21028,KKK
821,Gladeville, TN,Militant Knights Ku Klux Klan,36.111209,-86.41773,KKK
822,Flint, TX,Militant Knights Ku Klux Klan,32.202695,-95.349912,KKK
823,Dawson Springs, KY,Nordic Order Knights of the Ku Klux Klan,37.148265,-87.709643,KKK
824,Montgomery, AL,Nordic Order Knights of the Ku Klux Klan,32.249921,-86.41987,KKK
825,Tupelo, MS,North Mississippi White Knights Of The Ku Klux Klan,34.203781,-88.80041,KKK
826,Richmond, VA,Old Dominion Knights of the Ku Klux Klan,37.446553,-77.601011,KKK
827,Vincent, OH,Old Glory Knights of the Ku Klux Klan,39.370456,-81.680974,KKK
828,Beckley, WV,Original Knight Riders Knights of the Ku Klux Klan,37.75765,-81.220509,KKK
829,Columbus, OH,Outlaw Knights of the Ku Klux Klan,39.808631,-83.21028,KKK
830,Sacramento, CA,Pacific Coast Knights of the Ku Klux Klan,38.437574,-121.56012,KKK
831,Spokane, WA,Pacific Coast Knights of the Ku Klux Klan,47.587192,-117.520456,KKK
832,Gladewater, TX,Patriotic Brigade Knights of the Ku Klux Klan,32.509771,-94.986368,KKK
833,Martinsville, VA,Rebel Brigade Knights True Invisible Empire,36.643805,-79.904077,KKK
834,Columbus, OH,Southern Ohio Knights of the Ku Klux Klan,39.808631,-83.21028,KKK
835,Quinlan, TX,Texas Rebel Knights of the Ku Klux Klan,32.898463,-96.154053,KKK
836,Park Hills, MO,Traditionalist American Knights of the Ku Klux Klan,37.762739,-90.553577,KKK
837,Hayden, ID,Traditionalist American Knights of the Ku Klux Klan,47.741683,-116.851147,KKK
838,Harrisbourg, PA,Traditionalist American Knights of the Ku Klux Klan,40.237601,-76.924457,KKK
839,Leakesville, MS,United Dixie White Knights Ku Klux Klan,31.142718,-88.570153,KKK
840,Montgomery, AL,United Dixie White Knights Ku Klux Klan,32.249921,-86.41987,KKK
841,Springfield, IL,United Dixie White Knights Ku Klux Klan,39.653626,-89.773177,KKK
842,Indianapolis, IN,United Dixie White Knights Ku Klux Klan,39.632177,-86.328121,KKK
843,Plantersville, MS,United Dixie White Knights Ku Klux Klan,34.197614,-88.683209,KKK
844,Raleigh, NC,United Dixie White Knights Ku Klux Klan,35.715808,-78.819049,KKK
845,Ashland, AL,United Klans of America,33.23632,-85.881233,KKK
846,Harrisburg, PA,United Klans of America,40.237601,-76.924457,KKK
847,McMinnville, TN,United Klans of America,35.639997,-85.82527,KKK
848,Austin, TX,United Klans of America,30.098659,-97.938383,KKK
849,East Ellijay, GA,United Northern and Southern Knights of the Ku Klux Klan,34.640421,-84.496286,KKK
850,Sacramento, CA,United Northern and Southern Knights of the Ku Klux Klan,38.437574,-121.56012,KKK
851,New Boston, TX,United White Knights of the Ku Klux Klan,33.434193,-94.435604,KKK
852,Vancouver, WA,White Knights of the Ku Klux Klan of America,45.585211,-122.768831,KKK
